event_id,timestamp_ns,detector_id,channel_id,energy_deposit_keV,hit_multiplicity,signal_amplitude_mV,noise_floor_mV,temperature_K,run_status
416,4040530,4,3,58.6784,2,56.0636,6.4916,293.2522,active
417,4050925,5,0,16.1953,1,19.7969,2.7365,293.2023,active
418,4062443,5,3,0.1,0,3.4716,3.0756,293.2149,active
419,4084985,6,4,2.8777,0,6.788,3.1987,293.2952,active
420,4097589,3,6,15.048,2,21.2599,6.9787,293.2581,active
421,4118526,6,15,12.9913,1,20.8219,7.7337,293.2819,active
422,4122260,4,15,0.8349,0,5.0012,3.4458,293.4116,active
423,4130292,8,10,4.2655,0,9.7331,5.9116,293.3806,active
424,4147410,2,3,131.9611,5,141.9608,5.124,293.4597,active
425,4150954,2,3,7.9143,1,13.1078,5.124,293.5063,active
426,4164736,4,1,0.1,0,8.0665,7.9543,293.4418,active
427,4179126,5,12,26.7375,1,27.4905,2.0836,293.3934,active
428,4179940,6,3,9.0605,1,13.1174,5.4867,293.4581,active
429,4192268,4,14,5.1603,1,13.3705,7.6209,293.4851,active
430,4229438,8,9,1.049,0,5.4896,4.5553,293.42,active
431,4230581,4,7,15.9353,1,21.3792,3.8956,293.4079,active
432,4252294,2,14,25.6969,1,33.6305,6.362,293.3996,active
433,4262107,1,2,20.0178,2,25.4496,3.0236,293.4208,active
434,4280843,8,7,5.6421,1,9.9802,4.4754,293.4087,active
435,4287208,2,4,47.0139,1,55.4874,4.6335,293.4943,active
436,4291112,8,2,111.8001,5,103.898,3.3958,293.5502,active
437,4312576,3,15,23.1178,2,24.2442,2.2695,293.4342,active
438,4351657,1,9,21.0908,1,26.4453,4.8938,293.4352,active
439,4360108,3,2,21.1498,3,24.5305,3.3813,293.4368,active
440,4369339,5,1,112.571,1,121.267,6.9867,293.4458,active
441,4380996,4,4,24.3029,1,34.3882,7.3448,293.308,active
442,4389944,7,13,6.1455,1,13.3055,6.7086,293.2663,active
443,4398791,5,2,58.0819,2,62.5296,2.9197,293.2055,active
444,4434410,4,11,6.363,1,8.3143,2.5668,293.2229,active
445,4450274,6,1,10.3731,2,15.4411,5.038,293.1745,active
446,4467540,8,5,6.4909,1,14.8572,7.2064,293.1967,active
447,4476533,4,8,25.5073,2,31.851,6.6321,293.2839,active
448,4484092,2,2,127.0026,2,143.2107,3.9894,293.2827,active
449,4500433,4,6,20.0143,2,25.1643,5.1132,293.2457,active
450,4531449,7,4,130.4618,4,152.2923,5.8039,293.2966,active
451,4532214,2,0,13.0297,1,17.2986,4.8409,293.2528,active
452,4541332,8,0,25.087,3,31.0839,6.9766,293.1624,active
453,4553793,5,2,8.0727,1,11.5382,2.9197,293.2391,active
454,4574063,5,11,139.8255,2,133.6991,2.8634,293.2744,active
455,4576705,3,0,99.7887,4,97.147,2.6464,293.3014,active
456,4580182,8,8,5.1513,1,8.3729,4.2451,293.2658,active
457,4580651,1,0,9.2562,1,12.6455,2.6204,293.1718,active
458,4589617,3,3,7.7788,1,8.7167,2.2245,293.1601,active
459,4597872,4,2,20.0228,1,25.2828,7.3501,293.1103,active
460,4608986,4,5,32.0324,2,41.0378,7.3607,293.1153,active
461,4611898,4,11,35.7018,1,33.7284,2.5668,293.1697,active
462,4620333,2,6,1.2808,0,8.654,6.9578,293.1767,active
463,4667592,2,0,11.172,1,15.7642,4.8409,293.1436,active
464,4692532,1,2,4.8465,0,8.1298,3.0236,293.1065,active
465,4703148,5,4,5.045,1,9.8646,5.5963,293.1268,active
466,4712810,3,4,22.3454,1,25.7258,5.3291,293.178,active
467,4725480,5,9,13.8156,1,20.3463,7.831,293.1559,active
468,4735217,5,5,84.5425,2,90.3815,7.2474,293.1675,active
469,4768575,6,11,12.9562,3,19.2572,4.3855,293.1701,active
470,4785624,5,4,10.2237,1,14.573,5.5963,293.2389,active
471,4801018,6,10,27.5773,1,32.1207,7.5654,293.1159,active
472,4806538,5,1,7.2164,1,14.4101,6.9867,293.1685,active
473,4806826,6,15,18.1074,1,26.1425,7.7337,293.1582,active
474,4808998,5,15,6.9292,1,13.655,6.066,293.1791,active
475,4814183,3,4,7.7075,1,11.7152,5.3291,293.2274,active
476,4831126,2,3,9.776,1,14.98,5.124,293.2894,active
477,4842431,7,0,12.4156,2,15.3231,3.7187,293.2614,active
478,4844541,3,15,49.8359,3,48.9928,2.2695,293.3181,active
479,4854982,5,0,39.315,1,43.1842,2.7365,293.302,active
480,4858130,2,0,25.2981,1,30.7551,4.8409,293.2479,active
481,4858315,4,1,17.2966,1,23.3795,7.9543,293.3095,active
482,4869440,5,4,1.4234,0,7.0928,5.5963,293.2984,active
483,4874007,6,15,112.3757,4,124.8964,7.7337,293.3209,active
484,4876186,5,2,49.8451,1,53.654,2.9197,293.3951,active
485,4881382,3,9,39.7515,2,51.9883,7.7174,293.36,active
486,4884344,8,10,11.9897,1,16.7404,5.9116,293.3861,active
487,4886954,5,12,47.5885,3,45.9726,2.0836,293.4792,active
488,4890536,7,11,8.5904,1,14.633,6.8262,293.4397,active
489,4930330,6,15,15.763,1,25.0768,7.7337,293.5163,active
490,4932959,5,10,62.0549,3,58.9933,5.0044,293.5999,active
491,4940022,8,13,5.244,1,10.4175,3.487,293.6077,active
492,4962553,2,5,49.4165,2,49.3093,2.1297,293.6589,active
493,4973504,8,6,1.6259,0,6.788,5.6186,293.5902,active
494,4979132,7,11,29.1998,4,34.0887,6.8262,293.6812,active
495,4992228,5,14,55.6361,2,59.8517,2.7909,293.7375,active
496,4999881,6,0,135.224,5,144.0915,2.731,293.746,active
497,5001427,5,6,32.2804,1,32.6214,3.1786,293.7636,active
498,5011792,3,12,5.2417,1,9.5652,3.5358,293.6566,active
499,5019531,7,1,14.2997,1,20.078,7.5489,293.6341,active
500,5054067,2,5,7.9195,1,10.1461,2.1297,293.5964,active
501,5067512,3,8,114.7834,4,115.4344,3.9028,293.5697,active
502,5089533,5,1,27.6603,1,34.8385,6.9867,293.5251,active
503,5099188,7,14,122.3032,3,123.1737,2.107,293.5304,active
504,5102102,4,5,7.7905,2,14.9619,7.3607,293.5634,active
505,5108725,4,12,78.1578,2,88.3537,6.4807,293.518,active
506,5114848,1,6,13.9234,1,20.3819,5.5455,293.4859,active
507,5126286,1,6,1.948,0,7.3736,5.5455,293.4007,active
508,5136148,1,15,8.8992,1,14.3298,5.4304,293.3554,active
509,5169356,1,13,32.5763,2,40.4373,4.9442,293.3467,active
510,5176639,7,8,13.5502,2,23.2053,7.7974,293.3803,active
511,5182633,7,7,16.6697,1,23.6678,4.5147,293.2954,active
512,5188769,7,12,13.0255,1,16.4281,4.8043,293.3064,active
513,5214768,1,10,14.3232,2,21.198,6.6964,293.2073,active
514,5230406,1,15,108.8634,2,105.7196,5.4304,293.1154,active
515,5231208,3,5,1.2769,0,5.4465,4.2255,293.0893,active
516,5232721,5,1,63.3616,1,71.0434,6.9867,293.1289,active
517,5254707,3,3,5.9183,1,5.9144,2.2245,293.1119,active
518,5255890,4,8,20.5802,1,26.9937,6.6321,293.102,active
519,5258394,2,5,118.3226,6,114.4444,2.1297,293.0244,active
520,5261084,6,12,1.5833,0,5.4645,3.8057,292.9721,active
521,5266625,3,14,27.0865,1,29.0214,2.9876,292.9296,active
522,5288045,1,2,0.4489,0,2.7212,3.0236,292.8995,active
523,5293665,6,15,8.9308,1,17.7884,7.7337,292.9233,active
524,5323143,8,10,45.1403,2,45.4847,5.9116,292.8787,active
525,5335176,1,4,2.2402,0,7.7062,5.4864,292.957,active
526,5340144,4,3,7.7317,1,12.4414,6.4916,292.9911,active
527,5340854,7,2,0.8512,0,3.7335,2.1492,292.9585,active
528,5362025,6,7,15.8953,1,22.3051,6.4339,292.9962,active
529,5372611,7,1,117.9907,5,111.1277,7.5489,292.9974,active
530,5378042,4,2,3.4045,0,9.8017,7.3501,293.0537,active
531,5392636,3,12,6.994,1,11.2627,3.5358,293.0472,active
532,5400511,6,7,11.8963,1,17.4161,6.4339,293.0694,active
533,5404702,2,8,125.5252,2,138.4136,2.8415,292.9317,active
534,5404802,2,5,127.761,3,124.305,2.1297,292.9626,active
535,5408408,5,8,12.8619,2,21.2414,6.6644,292.9975,active
536,5414736,6,5,12.5197,1,17.7422,6.8247,292.988,active
537,5417387,1,0,11.4721,2,15.1246,2.6204,293.0671,active
538,5422307,5,9,144.7376,2,142.0889,7.831,293.0474,active
539,5426301,3,1,29.6486,1,36.0213,7.4961,293.0802,active
540,5431800,5,11,5.0878,1,8.0773,2.8634,293.0414,active
541,5454757,8,14,0.6936,0,4.0188,3.42,293.0832,active
542,5471429,1,10,8.6457,1,14.1321,6.6964,293.0165,active
543,5479322,8,9,11.8657,1,16.532,4.5553,293.0406,active
544,5479422,4,15,26.2887,2,32.2171,3.4458,293.0473,active
545,5485887,7,3,4.5678,0,10.2322,5.3312,293.053,active
546,5487608,4,12,105.7422,5,117.1279,6.4807,293.0169,active
547,5496076,3,3,12.6263,1,14.1796,2.2245,292.9847,active
548,5502535,7,0,11.8845,1,14.7133,3.7187,293.0532,active
549,5510402,6,3,3.4457,0,8.618,5.4867,293.0755,active
550,5531681,2,8,17.9636,2,22.6605,2.8415,293.0276,active
551,5541864,6,1,26.4256,2,31.1301,5.038,293.0561,active
552,5559167,7,4,38.9042,1,50.232,5.8039,293.0475,active
553,5568892,4,0,14.1824,2,18.767,4.6106,293.0621,active
554,5576934,8,3,140.4525,2,160.5476,5.1846,293.01,active
555,5588381,6,11,3.5246,0,8.3642,4.3855,292.9991,active
556,5598901,3,2,1.5795,0,6.3495,3.3813,292.9567,active
557,5602402,1,4,25.1848,1,27.2403,5.4864,292.8753,active
558,5605290,6,2,2.7806,0,9.6035,6.1656,292.9203,active
559,5607996,2,6,78.7342,1,97.1302,6.9578,292.8933,active
560,5614147,7,12,3.0319,0,7.1056,4.8043,292.885,active
561,5614400,5,8,123.6841,2,143.5463,6.6644,292.9288,active
562,5623823,4,3,4.6861,0,10.0177,6.4916,292.9084,active
563,5632590,2,5,0.8539,0,2.7581,2.1297,292.8314,active
564,5632772,6,10,4.9707,0,11.6206,7.5654,292.9035,active
565,5643096,2,7,42.4664,2,54.5811,7.377,292.921,active
566,5644609,4,7,12.7159,1,18.1835,3.8956,292.9118,active
567,5660395,7,13,0.3086,0,7.6679,6.7086,292.8379,active
568,5697092,8,13,37.2,1,40.5512,3.487,292.8427,active
569,5705487,8,3,1.2835,0,6.4217,5.1846,292.7909,active
570,5720449,8,11,30.2986,1,36.5352,7.2049,292.8316,active
571,5727084,5,12,18.7037,1,19.6287,2.0836,292.8089,active
572,5728814,2,14,4.4936,0,11.2154,6.362,292.8377,active
573,5746301,7,4,131.5687,3,152.7916,5.8039,292.7545,active
574,5756095,7,11,4.2254,0,11.0462,6.8262,292.799,active
575,5759598,8,2,0.1965,0,3.1399,3.3958,292.7535,active
576,5772903,6,7,14.7454,1,20.3386,6.4339,292.8213,active
577,5775353,2,1,37.6107,3,37.3828,3.6019,292.9105,active
578,5777766,5,9,21.7437,1,27.9172,7.831,292.8799,active
579,5780224,4,10,5.4835,1,8.1543,4.2419,292.9224,active
580,5780324,7,7,6.5521,1,12.4406,4.5147,292.9337,active
581,5789275,4,6,6.9992,1,12.8849,5.1132,292.9042,active
582,5800442,3,3,3.9456,0,5.7467,2.2245,292.9237,active
583,5806828,1,12,32.1345,2,38.6433,4.9199,293.0025,active
584,5826275,7,14,4.8607,0,7.5039,2.107,293.0096,active
585,5847517,7,2,20.6269,1,20.254,2.1492,292.9799,active
586,5857995,1,4,21.1711,1,24.3007,5.4864,292.9487,active
587,5865912,4,9,2.9759,0,8.3717,5.97,292.8116,active
588,5869223,4,5,29.7563,2,39.0923,7.3607,292.8415,active
589,5888971,4,0,22.6686,3,28.2152,4.6106,292.8225,active
590,5899596,8,0,4.3965,0,10.9177,6.9766,292.8006,active
591,5923774,2,3,126.6217,4,137.3366,5.124,292.8292,active
592,5924122,3,15,29.3086,1,29.4221,2.2695,292.7847,active
593,5927779,2,9,21.6515,1,24.7056,5.3242,292.7937,active
594,5932169,2,4,12.5421,1,18.1755,4.6335,292.7678,active
595,5933032,8,0,127.8162,6,127.6159,6.9766,292.8299,active
596,5936553,8,12,7.1617,1,10.629,4.7234,292.8504,active
597,5939861,1,6,0.5409,0,6.1657,5.5455,292.9088,active
598,5945707,6,6,47.9491,3,57.0639,6.2924,292.8395,active
599,5962251,2,8,15.3017,1,19.2329,2.8415,292.844,active
600,5970654,2,3,1.8125,0,6.78,5.124,292.9445,active
601,5985025,3,11,120.308,4,118.7992,5.0903,292.9715,active
602,6012591,2,5,13.8156,2,15.3634,2.1297,292.8465,active
603,6047885,4,11,5.6691,1,8.2078,2.5668,292.8536,active
604,6052388,8,8,2.6357,0,7.3895,4.2451,292.8598,active
605,6064472,5,2,13.4577,1,17.1215,2.9197,292.8178,active
606,6068711,6,9,1.5545,0,4.3726,2.7425,292.8042,active
607,6073833,4,1,13.0841,2,18.4354,7.9543,292.8744,active
608,6078102,1,11,25.7114,2,32.3906,2.4964,292.9223,active
609,6088044,1,6,107.0681,2,120.6775,5.5455,292.9392,active
610,6095584,3,10,96.9065,1,107.1816,3.7455,292.9175,active
611,6097294,2,3,4.4248,0,10.3435,5.124,292.9271,active
612,6114963,7,6,2.6274,0,4.5836,2.842,292.8501,active
613,6138420,7,4,21.2541,1,29.3942,5.8039,292.923,active
614,6152758,7,4,19.851,1,28.6527,5.8039,292.8411,active
615,6152956,6,5,122.9735,1,114.0431,6.8247,292.823,active
616,6179181,5,0,28.6559,2,32.2452,2.7365,292.8573,active
617,6187330,6,6,60.0972,1,70.5948,6.2924,292.8316,active
618,6192682,4,1,4.4259,0,12.1683,7.9543,292.8244,active
619,6199370,6,8,101.5568,3,93.6951,2.7863,292.8449,active
620,6205913,7,1,21.7072,2,26.7343,7.5489,292.8416,active
621,6209429,7,0,15.7592,1,19.3159,3.7187,292.9611,active
622,6240398,5,7,1.2213,0,5.8478,3.8619,292.9721,active
623,6259649,1,4,17.1995,1,20.8147,5.4864,293.0355,active
624,6264272,6,14,0.1717,0,6.6439,5.9772,293.0906,active
625,6264637,3,4,4.6319,0,10.1577,5.3291,293.0465,active
626,6284318,6,6,0.1534,0,6.6849,6.2924,293.0611,active
627,6287955,5,3,8.3178,1,12.0224,3.0756,293.1338,active
628,6290741,8,14,18.4831,1,20.9241,3.42,293.1581,active
629,6305214,3,12,119.8584,2,136.0853,3.5358,293.0889,active
630,6313275,8,2,6.8709,1,9.5789,3.3958,292.9855,active
631,6328853,7,4,108.3926,4,127.7713,5.8039,293.0206,active
632,6351169,3,2,96.1757,2,97.8607,3.3813,292.9897,active
633,6356514,4,2,6.2686,1,13.5113,7.3501,292.8378,active
634,6359410,5,3,133.873,4,129.8731,3.0756,292.7955,active
635,6367701,7,13,125.6168,1,147.6246,6.7086,292.7593,active
636,6368383,6,7,124.1436,3,129.299,6.4339,292.8236,active
637,6380897,7,6,18.4486,3,21.5375,2.842,292.8274,active
638,6434228,3,3,116.6684,6,108.0445,2.2245,292.8804,active
639,6437935,5,2,0.5427,0,3.6077,2.9197,292.8376,active
640,6458841,4,8,1.4241,0,8.3245,6.6321,292.8216,active
641,6462109,8,12,19.5767,1,21.4997,4.7234,292.8189,active
642,6471367,3,8,45.9294,2,48.8206,3.9028,292.7296,active
643,6478097,5,10,22.5542,1,23.7626,5.0044,292.7804,active
644,6481741,1,4,23.9957,2,26.5269,5.4864,292.7881,active
645,6489002,7,15,38.1209,3,36.7037,2.6549,292.8325,active
646,6494174,4,13,101.1712,1,103.9355,3.5748,292.7647,active
647,6509325,3,14,33.737,1,36.131,2.9876,292.8742,active
648,6524684,5,10,34.0526,2,34.8797,5.0044,292.822,active
649,6534837,4,11,27.165,1,26.9357,2.5668,292.7958,active
650,6544988,7,1,10.3728,1,16.6424,7.5489,292.8222,active
651,6547535,5,2,0.4322,0,2.9116,2.9197,292.8299,active
652,6550855,5,2,14.6713,2,18.6898,2.9197,292.8595,active
653,6551087,1,7,8.7421,1,11.209,2.1368,292.8748,active
654,6555200,1,9,10.6016,1,15.4657,4.8938,292.8281,active
655,6562738,4,1,31.9495,2,35.9216,7.9543,292.7388,active
656,6576298,8,12,4.742,0,9.0851,4.7234,292.6868,active
657,6578751,8,8,28.8346,1,33.5313,4.2451,292.7305,active
658,6586605,6,9,138.1712,1,140.8848,2.7425,292.7899,active
659,6589351,6,14,88.5557,1,88.6684,5.9772,292.7662,active
660,6593584,4,9,4.4891,0,10.6034,5.97,292.7701,active
661,6608113,2,0,36.8209,1,42.4181,4.8409,292.6428,active
662,6610328,1,12,3.5097,0,8.829,4.9199,292.6439,active
663,6643997,3,14,2.1268,0,4.8588,2.9876,292.6277,active
664,6653203,3,1,3.8703,0,11.2665,7.4961,292.6662,active
665,6664695,2,8,4.3804,0,7.1952,2.8415,292.6582,active
666,6672006,3,7,32.8682,2,41.573,6.8495,292.6404,active
667,6672771,1,2,6.0979,2,10.0217,3.0236,292.7228,active
668,6674626,5,4,13.6896,2,17.2509,5.5963,292.776,active
669,6695984,8,13,1.5996,0,4.7375,3.487,292.7511,active
670,6696856,6,6,36.355,1,46.2769,6.2924,292.8325,active
671,6698909,4,8,11.4383,1,18.6583,6.6321,292.8135,active
672,6699616,4,12,3.9207,0,10.1995,6.4807,292.8187,active
673,6707088,3,7,6.0701,1,12.8598,6.8495,292.7999,active
674,6710087,2,14,6.9599,2,13.6037,6.362,292.737,active
675,6712886,5,7,45.7371,3,48.3439,3.8619,292.8361,active
676,6714024,5,15,11.7698,1,19.2598,6.066,292.8563,active
677,6725621,1,2,4.0899,0,7.6493,3.0236,292.8877,active
678,6725949,4,14,15.7784,1,23.8369,7.6209,292.8601,active
679,6728067,3,1,5.0504,1,11.939,7.4961,292.8946,active
680,6728207,2,13,8.1953,1,15.7708,5.9565,292.9191,active
681,6746281,6,10,6.369,1,13.2847,7.5654,292.7974,active
682,6754179,5,8,13.408,1,21.9414,6.6644,292.7548,active
683,6774497,6,14,1.2148,0,7.4097,5.9772,292.7388,active
684,6783322,6,10,9.6439,1,16.004,7.5654,292.7523,active
685,6796625,8,11,2.2303,0,8.921,7.2049,292.733,active
686,6838233,7,12,12.6358,1,15.3391,4.8043,292.758,active
687,6880675,5,13,1.3487,0,4.9788,3.3779,292.6394,active
688,6903412,8,3,11.8418,1,18.4875,5.1846,292.5986,active
689,6904648,4,13,5.9571,1,9.0101,3.5748,292.5515,active
690,6914818,8,9,2.1389,0,6.0519,4.5553,292.5949,active
691,6946019,7,0,41.4511,3,43.4318,3.7187,292.7021,active
692,6949716,6,14,20.148,1,24.2982,5.9772,292.7148,active
693,6951116,8,12,15.3597,1,17.8175,4.7234,292.6528,active
694,6954519,5,14,20.3042,1,24.2912,2.7909,292.6835,active
695,6954619,6,12,3.3471,0,6.7486,3.8057,292.6826,active
696,6958640,3,5,15.9552,2,20.7719,4.2255,292.6661,active
697,6963007,8,5,17.0717,2,25.5351,7.2064,292.6274,active
698,6993800,5,4,18.558,1,20.7394,5.5963,292.6647,active
699,6999988,7,6,1.6496,0,4.8204,2.842,292.7316,active
700,7041051,4,0,21.6013,1,27.5301,4.6106,292.8017,active
701,7049086,7,11,15.5146,1,20.6197,6.8262,292.8014,active
702,7050376,1,12,1.6318,0,6.4524,4.9199,292.8764,active
703,7051034,1,15,41.4234,3,44.3269,5.4304,292.9355,active
704,7056016,5,8,120.6725,3,140.8742,6.6644,292.8843,active
705,7070397,6,15,12.4083,2,20.791,7.7337,292.9138,active
706,7072635,7,3,14.9608,2,23.0496,5.3312,292.791,active
707,7083699,4,7,43.6517,1,50.1946,3.8956,292.8925,active
708,7122894,6,12,0.4103,0,4.1862,3.8057,292.9717,active
709,7148706,5,12,17.7622,1,17.9919,2.0836,292.9166,active
710,7161698,8,12,8.8769,1,12.1105,4.7234,292.8701,active
711,7163025,6,7,8.3678,1,14.9854,6.4339,292.8095,active
712,7163647,4,1,3.5464,0,11.6758,7.9543,292.7758,active
713,7165174,8,13,5.3962,1,8.8972,3.487,292.7564,active
714,7169374,1,6,28.18,3,36.0919,5.5455,292.7562,active
715,7179267,8,10,10.4113,1,14.6039,5.9116,292.7745,active
716,7184981,2,2,40.7895,1,48.6218,3.9894,292.7903,active
717,7192919,3,14,19.1851,1,21.1986,2.9876,292.9264,active
718,7200289,7,4,28.8185,1,38.9767,5.8039,292.9421,active
719,7211869,6,15,5.4162,1,12.518,7.7337,292.8704,active
720,7217440,8,11,19.4038,1,26.4344,7.2049,292.8486,active
721,7221267,6,5,44.47,2,45.99,6.8247,292.8094,active
722,7258718,6,5,0.1,0,6.6178,6.8247,292.8295,active
723,7262085,3,15,4.5631,0,5.4928,2.2695,292.8441,active
724,7264516,1,9,44.8369,1,49.0634,4.8938,292.8775,active
725,7273294,1,11,0.3118,0,2.3453,2.4964,292.8135,active
726,7273394,3,9,1.7863,0,9.119,7.7174,292.7856,active
727,7275876,1,3,20.9522,1,29.1135,7.5507,292.7379,active
728,7277776,5,2,1.918,0,4.7947,2.9197,292.7338,active
729,7287550,7,0,26.3389,1,29.2132,3.7187,292.7967,active
730,7287711,8,6,117.9065,6,121.3665,5.6186,292.8407,active
731,7288683,4,10,113.0323,2,104.5918,4.2419,292.8834,active
732,7294072,8,4,32.4726,1,40.6738,5.6361,292.8317,active
733,7296683,8,3,3.7552,0,10.2505,5.1846,292.8777,active
734,7300851,7,6,22.3539,1,22.5527,2.842,292.871,active
735,7305889,4,3,18.0787,2,21.8639,6.4916,292.9019,active
736,7307330,3,6,7.6598,1,14.2303,6.9787,293.0157,active
737,7310764,8,8,5.0054,1,8.5902,4.2451,293.0447,active
738,7317363,2,4,39.5141,3,47.1146,4.6335,292.9469,active
739,7319823,4,0,7.507,1,13.0981,4.6106,292.9312,active
740,7343810,1,1,1.6846,0,6.6626,5.5259,292.9846,active
741,7344833,7,6,134.1593,5,127.5176,2.842,292.9596,active
742,7355658,6,2,2.7411,0,9.139,6.1656,292.9062,active
743,7371022,1,12,8.1171,1,12.9085,4.9199,292.9433,active
744,7371122,2,2,6.6193,1,11.1042,3.9894,292.9939,active
745,7376385,5,0,50.5409,1,55.3945,2.7365,292.9855,active
746,7381114,5,9,20.8103,2,26.6459,7.831,292.982,active
747,7384957,7,9,23.9229,1,31.4407,5.5763,293.0187,active
748,7404604,3,10,34.6254,1,40.8333,3.7455,292.9956,active
749,7417295,8,2,60.0971,1,57.8763,3.3958,293.0636,active
750,7417584,4,10,107.9589,2,100.3452,4.2419,293.0353,active
751,7420396,7,13,26.948,1,36.5797,6.7086,293.0631,active
752,7424450,2,9,0.2701,0,5.3969,5.3242,293.0884,active
753,7458485,1,6,8.5088,1,14.3492,5.5455,293.1624,active
754,7472149,1,7,14.5028,1,19.1785,2.1368,293.244,active
755,7481149,3,12,12.1315,1,16.273,3.5358,293.2186,active
756,7485400,8,2,8.8065,1,10.9983,3.3958,293.2384,active
757,7486356,1,11,7.2165,1,10.1986,2.4964,293.2716,active
758,7488770,3,4,108.1669,4,101.6091,5.3291,293.2175,active
759,7495656,1,14,8.6694,1,16.1359,7.627,293.1763,active
760,7523338,8,2,2.2946,0,4.687,3.3958,293.1885,active
761,7530363,6,8,12.0485,2,12.9313,2.7863,293.1779,active
762,7541215,7,6,6.7759,2,9.2733,2.842,293.1879,active
763,7564525,6,7,9.0772,1,15.069,6.4339,293.1739,active
764,7570338,6,6,5.3506,2,12.6388,6.2924,293.2981,active
765,7580242,7,0,22.6764,1,25.5531,3.7187,293.2259,active
766,7595865,1,13,14.4558,1,21.2468,4.9442,293.2202,active
767,7615031,7,8,0.2653,0,7.8851,7.7974,293.2819,active
768,7627337,6,9,34.4708,2,37.4082,2.7425,293.3589,active
769,7629678,6,8,14.5934,1,15.6035,2.7863,293.4333,active
770,7636426,4,8,16.5789,3,22.849,6.6321,293.4361,active
771,7637576,7,9,5.3363,1,11.2832,5.5763,293.3826,active
772,7642261,4,6,4.6286,0,10.6322,5.1132,293.3605,active
773,7653978,1,2,1.4075,0,4.8819,3.0236,293.2447,active
774,7658862,8,0,3.0198,0,10.1194,6.9766,293.1789,active
775,7662389,2,8,34.2116,1,39.6859,2.8415,293.1269,active
776,7667837,1,2,123.3361,7,139.8474,3.0236,293.1311,active
777,7668195,5,7,22.8462,4,25.3891,3.8619,293.1101,active
778,7701470,2,9,26.4968,2,29.859,5.3242,293.1808,active
779,7705432,7,9,7.4022,2,13.6233,5.5763,293.1211,active
780,7707713,4,2,6.1161,1,12.7131,7.3501,293.145,active
781,7711644,1,10,10.1288,1,15.8694,6.6964,293.1524,active
782,7713874,8,15,23.953,2,28.1534,6.4761,293.1426,active
783,7715033,5,5,9.694,1,16.8471,7.2474,293.2616,active
784,7725534,3,1,111.4735,4,115.7709,7.4961,293.3541,active
785,7736896,6,8,15.9085,2,17.3616,2.7863,293.3815,active
786,7740974,5,9,7.5597,2,14.0393,7.831,293.3026,active
787,7741542,1,6,1.5746,0,7.2095,5.5455,293.3208,active
788,7767971,7,9,16.8957,2,23.7479,5.5763,293.3083,active
789,7771471,4,12,126.1293,3,138.2909,6.4807,293.3313,active
790,7778364,6,9,20.3508,2,22.8473,2.7425,293.4432,active
791,7783327,8,12,3.642,0,7.9404,4.7234,293.4948,active
792,7783545,5,2,9.7114,1,12.7212,2.9197,293.503,active
793,7805441,6,4,1.9034,0,3.9441,3.1987,293.4738,active
794,7807611,3,8,11.2685,1,15.1995,3.9028,293.396,active
795,7812971,2,4,16.0852,1,21.7648,4.6335,293.3757,active
796,7817338,4,15,2.235,0,5.7189,3.4458,293.3325,active
797,7827222,7,10,4.0178,0,11.1735,7.5981,293.3107,active
798,7833785,5,6,125.8779,5,117.6179,3.1786,293.3461,active
